standarization,learning_rate_init,hidden_layer_sizes,activation,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,MAE_mean,MAE_std,MAE_min,MAE_max,R2_mean,R2_std,R2_min,R2_max
True,0.001,100,identity,0.6262450992381265,0.0028601269618161143,0.6236845019907279,0.629331729099492,0.5040136992271411,0.0016234827528688624,0.5028388435422588,0.5058662285827571,0.39987014309913427,0.005484975879667059,0.39394816500935625,0.4047760208371549
True,0.001,100,logistic,0.6236551739640138,0.0006308136022364365,0.622938659933673,0.6241269278249998,0.5016831561812796,0.00045373325255145653,0.5012390483403835,0.5021459382340925,0.4048315929899515,0.0012036978721915884,0.40393124797868607,0.4061987838776441
True,0.001,100,relu,0.6414563819270939,0.004516592135610647,0.6365579574279727,0.6454559756101305,0.5175075626666165,0.005542779351051259,0.5117389106096093,0.522792803732836,0.3703501143128614,0.008857693211178227,0.36249474970390316,0.3799504207163442
True,0.001,100,tanh,0.5980081823673954,0.004938437331596059,0.5932599180659579,0.6031170270936643,0.48308525219313886,0.004360730304149431,0.47927929189557616,0.4878433975640325,0.4527515861970924,0.00904219109043387,0.4433865539963433,0.4614320203337855
True,0.001,1000-100,identity,0.6512169627706564,0.023592000519603938,0.6375328758658793,0.6784585604511127,0.5227600835912808,0.007772166484832583,0.5182447722704285,0.5317345498508523,0.3504961256223118,0.04751044562758392,0.29563597380806406,0.3780496961442128
True,0.001,1000-100,logistic,0.8094551504051587,0.00018306329298329327,0.8092478302943632,0.8095945308746458,0.6842611623212815,0.00033963448784870713,0.6838720092419492,0.6844978280040955,-0.002619415662961533,0.00045347254403097485,-0.002964694224762754,-0.00210585940644914
True,0.001,1000-100,relu,0.5916688599465668,0.003585631189005772,0.5878231235105709,0.5949200671545107,0.45360654415103846,0.009531669572340331,0.44638982850119613,0.4644115669159349,0.46430379165593205,0.006487942226647569,0.4584135991655546,0.471257954956689
True,0.001,1000-100,tanh,0.6105031761742502,0.00903761970890049,0.6005304804105979,0.6181517739329531,0.48905971619713556,0.008123661648280787,0.4798626482400353,0.49525647867002176,0.42958647554383406,0.01684090460601326,0.41528968694802426,0.44815053648166325
True,0.01,10,identity,0.6288000750511088,0.00352304700830534,0.6254522181528667,0.6324754406999438,0.5066264059848137,0.0014838005716162044,0.5051029263307095,0.5080670577678488,0.39495904545383514,0.006782350349008851,0.3878781997897247,0.4013971388619716
True,0.01,10,logistic,0.590195991556009,0.004813869077485176,0.5846528497840193,0.5933260592577293,0.47615716375239564,0.004741819395651132,0.47163708061967374,0.48109330089551305,0.46695694867638576,0.008675067197114424,0.46131192621442374,0.4769458454626805
